name,platform,release_date,summary,metascore,userscore
Rocksmith Bass Expansion,PlayStation 3,"August 14, 2012","With the new Rocksmith Bass Expansion, players can learn to play bass lines of their favorite songs by plugging any bass guitar.  Players can plug in any six-string guitar to emulate a four-string bass directly into an Xbox 360 console or PlayStation 3 computer entertainment system. Bass arrangements have been added to the 53 original on-disc tracks and are available for all previously released DLC that feature bass parts, effectively doubling your music experience with Rocksmith. If you already purchased the downloadable content, bass versions are made available automatically. You'll also gain access to all-new bass guitar features, including tutorials, bass pedals, amps, technique challenges and bass support for the Guitarcade games.",tbd,tbd
Rockstar Games Collection: Edition 1,PlayStation 3,"October 30, 2012","Rockstar Games Collection: Edition 1 bundles up Red Dead Redemption, Grand Theft Auto: Episodes from Liberty City, L.A. Noire, and Midnight Club: Los Angeles Complete Edition into one collection.",tbd,8.0
Rocky,PlayStation 2,"November 18, 2002","Step into the ring as Rocky Balboa, to fight and train your way from unknown fighter to peoples' champion. To become the undisputed Heavyweight Champion of the World you must meet & defeat awesome adversaries including Apollo Creed, Clubber Lang, Ivan Drago and Tommy 'the Machine' Gunn. The challenge is tough - you'll need inner strength, guts, grit and determination. [Rage Software]",74,8.1
Rocky: Legends,PlayStation 2,"September 28, 2004","Rocky Legends lets players experience the pummelling action and untold backstories that lead up to the events chronicled in the blockbuster Rocky movies. Pound the competition as legendary fighters Rocky Balboa (the Italian Stallion from the streets of Philly), Apollo Creed (the Master of Disaster), Clubber Lang (straight out of a Chicago jailhouse) and Ivan Drago, (the Iron Fist of mother Russia), rise from their raw beginnings as unproven amateurs toughing it out along the way to their professional careers as boxing champions. [Ubisoft]",65,8.6
Rogue Galaxy,PlayStation 2,"January 30, 2007","The newest invention of ""Dark Cloud"" series developer Level 5, this role-playing game wraps up a neat real-time battle system in a world of unique and great-looking characters and environments. Jaster is a young man who dreams of exploring the galaxy. In a sudden turn of fate, he is mistaken for a renowned bounty hunter and recruited into a band of space pirates in a race to find a legendary planet that holds the key to the greatest treasures and eternal life. Clues to ‘Eden’ are scattered round the Galaxy - Jaster will go onto to explore many different worlds and face countless battles in search for these clues – but some treasures are best left undiscovered. [SCEA]",83,7.9
Rogue Legacy,PlayStation 3,"July 29, 2014","Each time you die, your child will succeed you. Every child is unique. One child might be colorblind, another might have tourettes-- they could even be a dwarf.

That's OK, because no one is perfect, and you don't have to be perfect to win this game. But you do have to be pretty darn good because this game is HARD. Fortunately, every time you die all the gold you've collected can be used to upgrade you manor, giving your next child a step up in life and another chance at vanquishing evil.",tbd,8.0
Rogue Ops,PlayStation 2,"October 29, 2003","Rocked from normality by an explosion that claimed her daughter and husband, ex-Green Beret Nikki Conners exploits her military training and her new role as leading lady in a covert government agency to further her personal quest for vengeance. After receiving two years of grueling instruction, she is unleashed upon Omega 19, a terrorist organization recognized as the most ominous in the world. With a host of engaging missions, Rogue Ops tests your ability as Nikki to survive in any situation as you work with team members and fights enemies throughout intense gameplay! [Kemco]",61,8.6
Rogue Trooper,PlayStation 2,"May 23, 2006","On the war-torn, poisoned atmosphere of Nu Earth, Rogue Trooper is a genetic infantryman, one of an elite squad of biologically-engineered clone troops, created to overcome the planet's hostile atmosphere, unhindered in their fight against the enemy, the Nort Republic. After witnessing the betrayal and annihilation of his squad at the Quartz Zone Massacre, Rogue has gone AWOL, determined to hunt down the traitor who sent his brothers-in-arms to their deaths. Armed with the latest experimental weapons, Rogue's arsenal offers him a critical advantage over his opponents; encoded bio-chips containing the digitised personalities of his fallen comrades are stored in his gun, helmet and backpack, each offering their unique expertise and assistance, allowing Rogue to strategically outwit a sophisticated enemy. The game is a mix of intense 3rd person action and next generation stealth elements, with complex line-of-sight AI, multiple game paths, full tactical use of your bio-chip operated equipment and both single- and multiplayer online gameplay. [SCi Games]",71,8.4
Rogue Warrior,PlayStation 3,"December 1, 2009","Rogue Warrior is a character-driven, first-person-shooter, featuring Richard ""Demo Dick"" Marcinko's explosive personality in an action-packed single player campaign, and intense multiplayer combat. Playing as Richard ""Demo Dick"" Marcinko, you go behind the iron curtain to disrupt a suspected North Korean ballistic missile program. Soon into the mission, you uncover a conspiracy that could turn the tides of the Cold War in the communists' favor. You must then take the mission into your own hands as you enter into the bowels of the USSR to destroy a technology that could change the balance of geopolitical power, leaving a trail of destruction in your wake! [Bethesda Softworks]",27,2.9
Rollcage Stage II,PlayStation,"October 10, 2000","The game may not have the lasting appeal of Psygnosis' Wipeout or Namco's Ridge Racer, but it has enough gameplay, eye candy, and bonus secrets to put it near the top of what the PlayStation has to offer.",85,8.4
Romance of the Three Kingdoms IX,PlayStation 2,"February 24, 2004","With Ancient China as the backdrop, the game chronicles the dramatic events of the 2nd and 3rd centuries when the once grand empire fell into civil war. While retaining many of the features that have become hallmarks of the Romance series, RTK IX (Romance of the Three Kingdoms IX) is vastly different from previous games in the series. Most notable is that players immediately take the rank of a Ruler. Traditionally reserved as the highest rank in the series, the role of Ruler will test any player?s leadership, management and strategy skills. As a Ruler, one of the keys to maintaining authority is a strong corps of loyal officers, so RTK IX?s Officer Development System has been enhanced with a new point and item system. With the new point system, players earn points to increase officer abilities and skills. With the item system, certain items can further an officer?s development, heighten intelligence or improve his abilities in war. Players can now use save data from Dynasty Warriors 4, Dynasty Warriors 4 Xtreme Legends or Dynasty Tactics 2 to obtain a new officer. [KOEI]",74,8.3
